text,shares,likes,comments,label
Sample news article content 2887. This is synthetic text for training.,437,9415,410,REAL
Sample news article content 2888. This is synthetic text for training.,4846,5718,677,FAKE
Sample news article content 2889. This is synthetic text for training.,2548,2068,1813,FAKE
Sample news article content 2890. This is synthetic text for training.,3129,7478,1561,REAL
Sample news article content 2891. This is synthetic text for training.,1221,8120,452,FAKE
Sample news article content 2892. This is synthetic text for training.,901,7820,418,REAL
Sample news article content 2893. This is synthetic text for training.,3168,1786,449,FAKE
Sample news article content 2894. This is synthetic text for training.,4486,5715,994,FAKE
Sample news article content 2895. This is synthetic text for training.,3918,9649,1608,FAKE
Sample news article content 2896. This is synthetic text for training.,1067,8269,1138,REAL
Sample news article content 2897. This is synthetic text for training.,26,1308,50,FAKE
Sample news article content 2898. This is synthetic text for training.,547,8839,1392,REAL
Sample news article content 2899. This is synthetic text for training.,2668,8744,1937,REAL
Sample news article content 2900. This is synthetic text for training.,566,8473,1706,REAL
Sample news article content 2901. This is synthetic text for training.,703,9473,1803,REAL
Sample news article content 2902. This is synthetic text for training.,4280,4861,1538,FAKE
Sample news article content 2903. This is synthetic text for training.,3140,2776,209,REAL
Sample news article content 2904. This is synthetic text for training.,1590,1596,887,REAL
Sample news article content 2905. This is synthetic text for training.,4943,479,997,FAKE
Sample news article content 2906. This is synthetic text for training.,4694,3312,1926,REAL
Sample news article content 2907. This is synthetic text for training.,805,6156,992,FAKE
Sample news article content 2908. This is synthetic text for training.,3791,7919,1925,REAL
Sample news article content 2909. This is synthetic text for training.,1357,6744,849,FAKE
Sample news article content 2910. This is synthetic text for training.,3225,3898,1836,REAL
Sample news article content 2911. This is synthetic text for training.,3618,2072,1918,FAKE
Sample news article content 2912. This is synthetic text for training.,2126,9487,1877,REAL
Sample news article content 2913. This is synthetic text for training.,2460,5624,626,REAL
Sample news article content 2914. This is synthetic text for training.,545,938,678,FAKE
Sample news article content 2915. This is synthetic text for training.,2728,8176,1458,FAKE
Sample news article content 2916. This is synthetic text for training.,3734,761,776,FAKE
Sample news article content 2917. This is synthetic text for training.,2562,7254,1250,FAKE
Sample news article content 2918. This is synthetic text for training.,2079,1669,662,REAL
Sample news article content 2919. This is synthetic text for training.,2641,7128,267,REAL
Sample news article content 2920. This is synthetic text for training.,3114,3862,115,FAKE
Sample news article content 2921. This is synthetic text for training.,1926,2685,1623,REAL
Sample news article content 2922. This is synthetic text for training.,616,6634,1853,FAKE
Sample news article content 2923. This is synthetic text for training.,3644,1931,753,FAKE
Sample news article content 2924. This is synthetic text for training.,1203,7308,1383,REAL
Sample news article content 2925. This is synthetic text for training.,1759,3939,1352,REAL
Sample news article content 2926. This is synthetic text for training.,2565,1126,1868,REAL
Sample news article content 2927. This is synthetic text for training.,3174,6021,1063,REAL
Sample news article content 2928. This is synthetic text for training.,3081,6437,181,REAL
Sample news article content 2929. This is synthetic text for training.,2630,7039,1513,REAL
Sample news article content 2930. This is synthetic text for training.,3161,5373,1232,REAL
Sample news article content 2931. This is synthetic text for training.,4321,1203,902,FAKE
Sample news article content 2932. This is synthetic text for training.,669,4135,1296,FAKE
Sample news article content 2933. This is synthetic text for training.,3168,8711,1142,FAKE
Sample news article content 2934. This is synthetic text for training.,2121,7904,1405,FAKE
Sample news article content 2935. This is synthetic text for training.,4078,2283,945,FAKE
Sample news article content 2936. This is synthetic text for training.,4151,4558,1559,REAL
Sample news article content 2937. This is synthetic text for training.,719,5347,257,FAKE
Sample news article content 2938. This is synthetic text for training.,2600,7867,1506,FAKE
Sample news article content 2939. This is synthetic text for training.,3598,5944,508,FAKE
Sample news article content 2940. This is synthetic text for training.,4669,8674,91,FAKE
Sample news article content 2941. This is synthetic text for training.,666,2477,1184,FAKE
Sample news article content 2942. This is synthetic text for training.,283,3093,148,FAKE
Sample news article content 2943. This is synthetic text for training.,3903,8534,116,FAKE
Sample news article content 2944. This is synthetic text for training.,3565,7207,457,REAL
Sample news article content 2945. This is synthetic text for training.,2234,9654,564,REAL
Sample news article content 2946. This is synthetic text for training.,4593,9394,813,FAKE
Sample news article content 2947. This is synthetic text for training.,1465,9813,44,REAL
Sample news article content 2948. This is synthetic text for training.,129,6227,1800,REAL
Sample news article content 2949. This is synthetic text for training.,4734,3535,773,REAL
Sample news article content 2950. This is synthetic text for training.,2060,7004,1842,REAL
Sample news article content 2951. This is synthetic text for training.,3672,2913,233,FAKE
Sample news article content 2952. This is synthetic text for training.,2494,9381,1398,REAL
Sample news article content 2953. This is synthetic text for training.,992,2340,1570,REAL
Sample news article content 2954. This is synthetic text for training.,2121,9795,1873,REAL
Sample news article content 2955. This is synthetic text for training.,2584,5289,1972,FAKE
Sample news article content 2956. This is synthetic text for training.,4196,597,1938,FAKE
Sample news article content 2957. This is synthetic text for training.,2223,8836,196,FAKE
Sample news article content 2958. This is synthetic text for training.,4522,7145,24,FAKE
Sample news article content 2959. This is synthetic text for training.,3188,2902,394,FAKE
Sample news article content 2960. This is synthetic text for training.,3237,6645,713,FAKE
Sample news article content 2961. This is synthetic text for training.,4136,8955,1808,FAKE
Sample news article content 2962. This is synthetic text for training.,4524,7694,1059,REAL
Sample news article content 2963. This is synthetic text for training.,343,4830,1497,REAL
Sample news article content 2964. This is synthetic text for training.,4461,7546,222,REAL
Sample news article content 2965. This is synthetic text for training.,4704,7368,863,FAKE
Sample news article content 2966. This is synthetic text for training.,4823,9834,1812,FAKE
Sample news article content 2967. This is synthetic text for training.,2276,2160,529,FAKE
Sample news article content 2968. This is synthetic text for training.,4920,5878,1211,FAKE
Sample news article content 2969. This is synthetic text for training.,3201,7663,1425,FAKE
Sample news article content 2970. This is synthetic text for training.,888,3749,256,REAL
Sample news article content 2971. This is synthetic text for training.,2043,2922,653,REAL
Sample news article content 2972. This is synthetic text for training.,1341,6486,1159,FAKE
Sample news article content 2973. This is synthetic text for training.,3720,8112,1985,FAKE
Sample news article content 2974. This is synthetic text for training.,2883,8771,1842,FAKE
Sample news article content 2975. This is synthetic text for training.,4212,3804,590,FAKE
Sample news article content 2976. This is synthetic text for training.,2415,4878,443,REAL
Sample news article content 2977. This is synthetic text for training.,1117,2368,417,FAKE
Sample news article content 2978. This is synthetic text for training.,4263,8093,1315,FAKE
Sample news article content 2979. This is synthetic text for training.,3001,3932,573,FAKE
Sample news article content 2980. This is synthetic text for training.,1738,5608,128,FAKE
Sample news article content 2981. This is synthetic text for training.,1364,6635,1010,REAL
Sample news article content 2982. This is synthetic text for training.,2708,6395,340,FAKE
Sample news article content 2983. This is synthetic text for training.,4790,6101,809,FAKE
Sample news article content 2984. This is synthetic text for training.,924,9292,1280,REAL
Sample news article content 2985. This is synthetic text for training.,151,9862,991,REAL
Sample news article content 2986. This is synthetic text for training.,585,5531,1747,REAL
Sample news article content 2987. This is synthetic text for training.,912,4970,1589,FAKE
Sample news article content 2988. This is synthetic text for training.,2321,6344,1710,FAKE
Sample news article content 2989. This is synthetic text for training.,495,8408,99,REAL
Sample news article content 2990. This is synthetic text for training.,3795,375,38,REAL
Sample news article content 2991. This is synthetic text for training.,2148,7887,1949,REAL
Sample news article content 2992. This is synthetic text for training.,556,1609,262,REAL
Sample news article content 2993. This is synthetic text for training.,1552,2939,149,REAL
Sample news article content 2994. This is synthetic text for training.,2120,4062,1656,REAL
Sample news article content 2995. This is synthetic text for training.,3085,1613,689,FAKE
Sample news article content 2996. This is synthetic text for training.,3504,6578,812,FAKE
Sample news article content 2997. This is synthetic text for training.,156,7851,1353,FAKE
Sample news article content 2998. This is synthetic text for training.,734,3679,1143,REAL
Sample news article content 2999. This is synthetic text for training.,4654,7540,1607,REAL
Sample news article content 3000. This is synthetic text for training.,3276,9488,218,REAL
Sample news article content 3001. This is synthetic text for training.,154,7074,905,REAL
Sample news article content 3002. This is synthetic text for training.,996,3996,1933,REAL
Sample news article content 3003. This is synthetic text for training.,2294,4786,1837,REAL
Sample news article content 3004. This is synthetic text for training.,4626,5695,1146,FAKE
Sample news article content 3005. This is synthetic text for training.,2905,9347,243,FAKE
Sample news article content 3006. This is synthetic text for training.,4824,6998,885,REAL
Sample news article content 3007. This is synthetic text for training.,1177,2366,586,FAKE
Sample news article content 3008. This is synthetic text for training.,153,6764,517,REAL
Sample news article content 3009. This is synthetic text for training.,4187,8976,1044,FAKE
Sample news article content 3010. This is synthetic text for training.,1716,9273,189,REAL
Sample news article content 3011. This is synthetic text for training.,3202,1614,1248,REAL
Sample news article content 3012. This is synthetic text for training.,2857,4555,914,FAKE
Sample news article content 3013. This is synthetic text for training.,786,2416,614,FAKE
Sample news article content 3014. This is synthetic text for training.,4368,7288,855,REAL
Sample news article content 3015. This is synthetic text for training.,4272,6862,465,REAL
Sample news article content 3016. This is synthetic text for training.,3767,3653,98,FAKE
Sample news article content 3017. This is synthetic text for training.,2878,6639,829,FAKE
Sample news article content 3018. This is synthetic text for training.,642,496,1386,REAL
Sample news article content 3019. This is synthetic text for training.,4662,504,996,FAKE
Sample news article content 3020. This is synthetic text for training.,665,7699,1106,REAL
Sample news article content 3021. This is synthetic text for training.,3426,5733,1716,REAL
Sample news article content 3022. This is synthetic text for training.,3783,8055,1687,REAL
Sample news article content 3023. This is synthetic text for training.,3701,3216,55,REAL
Sample news article content 3024. This is synthetic text for training.,1069,5688,1725,FAKE
Sample news article content 3025. This is synthetic text for training.,2349,9600,1953,FAKE
Sample news article content 3026. This is synthetic text for training.,4503,4364,1045,FAKE
Sample news article content 3027. This is synthetic text for training.,1212,6042,579,FAKE
Sample news article content 3028. This is synthetic text for training.,1152,1477,184,FAKE
Sample news article content 3029. This is synthetic text for training.,2511,4960,521,FAKE
Sample news article content 3030. This is synthetic text for training.,143,2397,1601,FAKE
Sample news article content 3031. This is synthetic text for training.,2489,8301,263,REAL
Sample news article content 3032. This is synthetic text for training.,3228,8841,1248,FAKE
Sample news article content 3033. This is synthetic text for training.,4582,6194,1658,FAKE
Sample news article content 3034. This is synthetic text for training.,4955,7570,1061,REAL
Sample news article content 3035. This is synthetic text for training.,3205,7730,1002,FAKE
Sample news article content 3036. This is synthetic text for training.,4243,1499,122,FAKE
Sample news article content 3037. This is synthetic text for training.,3142,7235,1853,REAL
Sample news article content 3038. This is synthetic text for training.,3304,595,1179,FAKE
Sample news article content 3039. This is synthetic text for training.,1357,978,1929,FAKE
Sample news article content 3040. This is synthetic text for training.,2713,730,300,FAKE
Sample news article content 3041. This is synthetic text for training.,4185,56,832,REAL
Sample news article content 3042. This is synthetic text for training.,1357,2243,1090,FAKE
Sample news article content 3043. This is synthetic text for training.,4294,5879,1928,FAKE
Sample news article content 3044. This is synthetic text for training.,4633,1701,644,REAL
Sample news article content 3045. This is synthetic text for training.,3192,7229,873,FAKE
Sample news article content 3046. This is synthetic text for training.,300,1286,393,REAL
Sample news article content 3047. This is synthetic text for training.,723,8303,1675,REAL
Sample news article content 3048. This is synthetic text for training.,3010,9393,1617,FAKE
Sample news article content 3049. This is synthetic text for training.,67,947,1593,REAL
Sample news article content 3050. This is synthetic text for training.,3836,4121,660,REAL
Sample news article content 3051. This is synthetic text for training.,3993,6553,1428,FAKE
Sample news article content 3052. This is synthetic text for training.,2506,757,1472,REAL
Sample news article content 3053. This is synthetic text for training.,1537,5651,1154,REAL
Sample news article content 3054. This is synthetic text for training.,397,7273,68,FAKE
Sample news article content 3055. This is synthetic text for training.,4715,3535,1368,FAKE
Sample news article content 3056. This is synthetic text for training.,3357,2293,761,FAKE
Sample news article content 3057. This is synthetic text for training.,1163,1104,319,REAL
Sample news article content 3058. This is synthetic text for training.,4825,8853,176,FAKE
Sample news article content 3059. This is synthetic text for training.,555,908,583,REAL
Sample news article content 3060. This is synthetic text for training.,3661,6539,1552,REAL
Sample news article content 3061. This is synthetic text for training.,1751,4617,1864,REAL
Sample news article content 3062. This is synthetic text for training.,2941,7069,1183,REAL
Sample news article content 3063. This is synthetic text for training.,2657,2311,581,REAL
Sample news article content 3064. This is synthetic text for training.,2795,789,1648,REAL
Sample news article content 3065. This is synthetic text for training.,2329,171,1767,REAL
Sample news article content 3066. This is synthetic text for training.,1959,7989,1556,FAKE
Sample news article content 3067. This is synthetic text for training.,1601,1885,1158,FAKE
Sample news article content 3068. This is synthetic text for training.,2793,8667,1798,REAL
Sample news article content 3069. This is synthetic text for training.,1480,1049,110,REAL
Sample news article content 3070. This is synthetic text for training.,1102,4129,998,FAKE
Sample news article content 3071. This is synthetic text for training.,3276,1161,757,REAL
Sample news article content 3072. This is synthetic text for training.,1299,815,282,FAKE
Sample news article content 3073. This is synthetic text for training.,4994,3766,1543,FAKE
Sample news article content 3074. This is synthetic text for training.,3879,8945,1992,FAKE
Sample news article content 3075. This is synthetic text for training.,1535,4661,1819,REAL
Sample news article content 3076. This is synthetic text for training.,77,8653,1742,REAL
Sample news article content 3077. This is synthetic text for training.,2831,3239,193,FAKE
Sample news article content 3078. This is synthetic text for training.,3410,8272,966,FAKE
Sample news article content 3079. This is synthetic text for training.,2721,2804,1070,FAKE
Sample news article content 3080. This is synthetic text for training.,3627,8031,977,FAKE
Sample news article content 3081. This is synthetic text for training.,1532,869,341,FAKE
Sample news article content 3082. This is synthetic text for training.,237,5526,1265,REAL
Sample news article content 3083. This is synthetic text for training.,1996,7741,521,FAKE
Sample news article content 3084. This is synthetic text for training.,3427,4694,1393,REAL
Sample news article content 3085. This is synthetic text for training.,277,8998,800,FAKE
Sample news article content 3086. This is synthetic text for training.,3089,1934,902,REAL
Sample news article content 3087. This is synthetic text for training.,523,5172,130,REAL
Sample news article content 3088. This is synthetic text for training.,4275,703,1293,REAL
Sample news article content 3089. This is synthetic text for training.,4218,2523,1963,REAL
Sample news article content 3090. This is synthetic text for training.,3122,2639,813,REAL
Sample news article content 3091. This is synthetic text for training.,4575,6159,60,REAL
Sample news article content 3092. This is synthetic text for training.,1797,3909,163,FAKE
Sample news article content 3093. This is synthetic text for training.,2131,1164,1548,REAL
Sample news article content 3094. This is synthetic text for training.,815,619,271,FAKE
Sample news article content 3095. This is synthetic text for training.,2694,7982,1743,REAL
Sample news article content 3096. This is synthetic text for training.,442,3066,1781,REAL
Sample news article content 3097. This is synthetic text for training.,3140,4872,132,FAKE
Sample news article content 3098. This is synthetic text for training.,142,8638,1267,REAL
Sample news article content 3099. This is synthetic text for training.,4287,2337,1829,FAKE
Sample news article content 3100. This is synthetic text for training.,1410,8400,997,FAKE
Sample news article content 3101. This is synthetic text for training.,4473,5594,1457,FAKE
Sample news article content 3102. This is synthetic text for training.,534,2460,37,FAKE
Sample news article content 3103. This is synthetic text for training.,1716,6820,1894,REAL
Sample news article content 3104. This is synthetic text for training.,3364,5546,1591,REAL
Sample news article content 3105. This is synthetic text for training.,1032,3442,1342,FAKE
Sample news article content 3106. This is synthetic text for training.,3342,2711,1533,REAL
Sample news article content 3107. This is synthetic text for training.,1410,1291,1399,REAL
Sample news article content 3108. This is synthetic text for training.,4500,5374,1583,FAKE
Sample news article content 3109. This is synthetic text for training.,1172,9592,616,REAL
Sample news article content 3110. This is synthetic text for training.,888,2655,473,FAKE
Sample news article content 3111. This is synthetic text for training.,3338,6513,58,FAKE
Sample news article content 3112. This is synthetic text for training.,4517,7394,588,REAL
Sample news article content 3113. This is synthetic text for training.,1641,704,1963,REAL
Sample news article content 3114. This is synthetic text for training.,471,825,498,REAL
Sample news article content 3115. This is synthetic text for training.,2940,9196,1241,FAKE
Sample news article content 3116. This is synthetic text for training.,546,376,1918,FAKE
Sample news article content 3117. This is synthetic text for training.,4726,972,566,REAL
Sample news article content 3118. This is synthetic text for training.,3597,4213,566,REAL
Sample news article content 3119. This is synthetic text for training.,2825,443,1152,REAL
Sample news article content 3120. This is synthetic text for training.,3723,7519,903,REAL
Sample news article content 3121. This is synthetic text for training.,363,754,382,FAKE
Sample news article content 3122. This is synthetic text for training.,2166,4735,1411,REAL
Sample news article content 3123. This is synthetic text for training.,3309,5396,84,FAKE
Sample news article content 3124. This is synthetic text for training.,545,3465,1533,FAKE
Sample news article content 3125. This is synthetic text for training.,3240,2711,1749,REAL
Sample news article content 3126. This is synthetic text for training.,4729,2407,626,REAL
Sample news article content 3127. This is synthetic text for training.,1936,8814,1460,REAL
Sample news article content 3128. This is synthetic text for training.,962,5588,825,FAKE
Sample news article content 3129. This is synthetic text for training.,3005,6104,292,REAL
Sample news article content 3130. This is synthetic text for training.,3806,5747,1072,REAL
Sample news article content 3131. This is synthetic text for training.,882,1723,1090,FAKE
Sample news article content 3132. This is synthetic text for training.,3840,7224,786,REAL
Sample news article content 3133. This is synthetic text for training.,870,1919,128,FAKE
Sample news article content 3134. This is synthetic text for training.,4611,918,28,REAL
Sample news article content 3135. This is synthetic text for training.,2985,4215,1366,FAKE
Sample news article content 3136. This is synthetic text for training.,865,581,1568,REAL
Sample news article content 3137. This is synthetic text for training.,4309,3881,1142,REAL
Sample news article content 3138. This is synthetic text for training.,3203,9878,691,FAKE
Sample news article content 3139. This is synthetic text for training.,2897,3909,1960,FAKE
Sample news article content 3140. This is synthetic text for training.,2244,1999,1686,REAL
Sample news article content 3141. This is synthetic text for training.,18,400,132,FAKE
Sample news article content 3142. This is synthetic text for training.,641,3648,1350,FAKE
Sample news article content 3143. This is synthetic text for training.,3083,5445,1208,FAKE
Sample news article content 3144. This is synthetic text for training.,329,2628,1529,FAKE
Sample news article content 3145. This is synthetic text for training.,865,1656,645,REAL
Sample news article content 3146. This is synthetic text for training.,773,620,688,REAL
Sample news article content 3147. This is synthetic text for training.,4487,246,533,FAKE
Sample news article content 3148. This is synthetic text for training.,4732,5212,1264,FAKE
Sample news article content 3149. This is synthetic text for training.,2354,3339,1612,FAKE
Sample news article content 3150. This is synthetic text for training.,3338,6758,1739,FAKE
Sample news article content 3151. This is synthetic text for training.,3518,7086,515,REAL
Sample news article content 3152. This is synthetic text for training.,2942,3010,1863,REAL
Sample news article content 3153. This is synthetic text for training.,2567,4719,959,FAKE
Sample news article content 3154. This is synthetic text for training.,1674,2368,164,FAKE
Sample news article content 3155. This is synthetic text for training.,2683,1839,926,FAKE
Sample news article content 3156. This is synthetic text for training.,3380,2903,932,REAL
Sample news article content 3157. This is synthetic text for training.,739,6205,1663,FAKE
Sample news article content 3158. This is synthetic text for training.,1545,4395,556,REAL
Sample news article content 3159. This is synthetic text for training.,4564,5767,1241,FAKE
Sample news article content 3160. This is synthetic text for training.,2259,3691,1770,REAL
Sample news article content 3161. This is synthetic text for training.,1135,7470,1671,FAKE
Sample news article content 3162. This is synthetic text for training.,873,3841,679,REAL
Sample news article content 3163. This is synthetic text for training.,4555,4348,992,FAKE
Sample news article content 3164. This is synthetic text for training.,2300,6621,1772,FAKE
Sample news article content 3165. This is synthetic text for training.,751,1392,1628,FAKE
Sample news article content 3166. This is synthetic text for training.,853,6060,1028,REAL
Sample news article content 3167. This is synthetic text for training.,3732,4255,1691,FAKE
Sample news article content 3168. This is synthetic text for training.,2283,4300,756,REAL
Sample news article content 3169. This is synthetic text for training.,1329,3338,1895,REAL
Sample news article content 3170. This is synthetic text for training.,477,5487,1104,FAKE
Sample news article content 3171. This is synthetic text for training.,2726,3514,1270,FAKE
Sample news article content 3172. This is synthetic text for training.,3091,759,854,FAKE
Sample news article content 3173. This is synthetic text for training.,4230,9915,492,REAL
Sample news article content 3174. This is synthetic text for training.,4505,8621,648,FAKE
Sample news article content 3175. This is synthetic text for training.,1269,6793,1409,REAL
Sample news article content 3176. This is synthetic text for training.,4181,2459,1598,REAL
Sample news article content 3177. This is synthetic text for training.,2603,5273,991,FAKE
Sample news article content 3178. This is synthetic text for training.,1469,1718,1330,FAKE
Sample news article content 3179. This is synthetic text for training.,377,9457,627,FAKE
Sample news article content 3180. This is synthetic text for training.,1680,5423,624,FAKE
Sample news article content 3181. This is synthetic text for training.,241,1308,542,FAKE
Sample news article content 3182. This is synthetic text for training.,919,1050,6,FAKE
Sample news article content 3183. This is synthetic text for training.,69,5479,1949,REAL
Sample news article content 3184. This is synthetic text for training.,3924,2249,953,REAL
Sample news article content 3185. This is synthetic text for training.,2086,2809,514,REAL
Sample news article content 3186. This is synthetic text for training.,2007,2921,1842,FAKE
Sample news article content 3187. This is synthetic text for training.,800,4676,754,REAL
Sample news article content 3188. This is synthetic text for training.,2779,4041,1591,REAL
Sample news article content 3189. This is synthetic text for training.,4920,2417,72,REAL
Sample news article content 3190. This is synthetic text for training.,755,532,9,REAL
Sample news article content 3191. This is synthetic text for training.,1995,9090,1596,REAL
Sample news article content 3192. This is synthetic text for training.,1321,8167,561,FAKE
Sample news article content 3193. This is synthetic text for training.,2330,1469,121,FAKE
Sample news article content 3194. This is synthetic text for training.,109,9444,686,REAL
Sample news article content 3195. This is synthetic text for training.,1016,7292,512,REAL
Sample news article content 3196. This is synthetic text for training.,3865,8961,989,REAL
Sample news article content 3197. This is synthetic text for training.,24,9025,440,FAKE
Sample news article content 3198. This is synthetic text for training.,4938,7142,1061,FAKE
Sample news article content 3199. This is synthetic text for training.,2838,6000,701,REAL
Sample news article content 3200. This is synthetic text for training.,737,7081,590,FAKE
Sample news article content 3201. This is synthetic text for training.,179,4649,1368,FAKE
Sample news article content 3202. This is synthetic text for training.,231,6931,1989,REAL
Sample news article content 3203. This is synthetic text for training.,1917,3424,1361,FAKE
Sample news article content 3204. This is synthetic text for training.,342,1091,1984,FAKE
Sample news article content 3205. This is synthetic text for training.,4572,9388,1725,REAL
Sample news article content 3206. This is synthetic text for training.,2623,9852,1207,FAKE
Sample news article content 3207. This is synthetic text for training.,454,7849,66,FAKE
Sample news article content 3208. This is synthetic text for training.,4384,4654,16,REAL
Sample news article content 3209. This is synthetic text for training.,4625,260,1406,FAKE
Sample news article content 3210. This is synthetic text for training.,2276,5936,367,FAKE
Sample news article content 3211. This is synthetic text for training.,595,9377,903,REAL
Sample news article content 3212. This is synthetic text for training.,3874,4370,1339,REAL
Sample news article content 3213. This is synthetic text for training.,4530,4301,1520,REAL
Sample news article content 3214. This is synthetic text for training.,4977,7207,1831,FAKE
Sample news article content 3215. This is synthetic text for training.,4497,5819,720,REAL
Sample news article content 3216. This is synthetic text for training.,2669,9058,1368,FAKE
Sample news article content 3217. This is synthetic text for training.,2135,92,957,REAL
Sample news article content 3218. This is synthetic text for training.,3964,5161,1576,FAKE
Sample news article content 3219. This is synthetic text for training.,1565,7632,907,REAL
Sample news article content 3220. This is synthetic text for training.,308,9543,988,REAL
Sample news article content 3221. This is synthetic text for training.,342,6208,472,REAL
Sample news article content 3222. This is synthetic text for training.,435,8556,114,REAL
Sample news article content 3223. This is synthetic text for training.,176,4916,99,FAKE
Sample news article content 3224. This is synthetic text for training.,138,3718,1908,REAL
Sample news article content 3225. This is synthetic text for training.,193,6125,437,REAL
Sample news article content 3226. This is synthetic text for training.,3257,1924,1368,FAKE
Sample news article content 3227. This is synthetic text for training.,3235,3095,348,REAL
Sample news article content 3228. This is synthetic text for training.,942,6683,138,FAKE
Sample news article content 3229. This is synthetic text for training.,4620,5181,827,REAL
Sample news article content 3230. This is synthetic text for training.,3879,2538,323,REAL
Sample news article content 3231. This is synthetic text for training.,3113,9488,845,REAL
Sample news article content 3232. This is synthetic text for training.,2962,2276,1325,FAKE
Sample news article content 3233. This is synthetic text for training.,4836,8194,293,REAL
Sample news article content 3234. This is synthetic text for training.,4957,9945,1980,REAL
Sample news article content 3235. This is synthetic text for training.,953,910,1552,REAL
Sample news article content 3236. This is synthetic text for training.,1302,306,1857,FAKE
Sample news article content 3237. This is synthetic text for training.,3381,6575,967,FAKE
Sample news article content 3238. This is synthetic text for training.,2880,4231,1315,REAL
Sample news article content 3239. This is synthetic text for training.,2187,6028,73,FAKE
Sample news article content 3240. This is synthetic text for training.,4887,6658,1798,REAL
Sample news article content 3241. This is synthetic text for training.,545,6336,483,REAL
Sample news article content 3242. This is synthetic text for training.,1927,9630,15,REAL
Sample news article content 3243. This is synthetic text for training.,4152,872,1549,REAL
Sample news article content 3244. This is synthetic text for training.,4,1141,1359,REAL
Sample news article content 3245. This is synthetic text for training.,3481,665,792,REAL
Sample news article content 3246. This is synthetic text for training.,3253,8400,1896,REAL
Sample news article content 3247. This is synthetic text for training.,1362,951,515,FAKE
Sample news article content 3248. This is synthetic text for training.,1820,9249,924,FAKE
Sample news article content 3249. This is synthetic text for training.,2663,4722,1150,FAKE
Sample news article content 3250. This is synthetic text for training.,2938,4008,823,FAKE
Sample news article content 3251. This is synthetic text for training.,1273,6655,517,FAKE
Sample news article content 3252. This is synthetic text for training.,3326,6190,128,FAKE
Sample news article content 3253. This is synthetic text for training.,3659,771,510,FAKE
Sample news article content 3254. This is synthetic text for training.,2945,4030,422,REAL
Sample news article content 3255. This is synthetic text for training.,3018,7859,384,REAL
Sample news article content 3256. This is synthetic text for training.,1131,521,1906,REAL
Sample news article content 3257. This is synthetic text for training.,4763,3355,231,REAL
Sample news article content 3258. This is synthetic text for training.,2636,1400,958,FAKE
Sample news article content 3259. This is synthetic text for training.,3029,3723,824,FAKE
Sample news article content 3260. This is synthetic text for training.,3019,6579,1218,REAL
Sample news article content 3261. This is synthetic text for training.,4377,3247,64,REAL
Sample news article content 3262. This is synthetic text for training.,3159,1858,832,FAKE
Sample news article content 3263. This is synthetic text for training.,253,4781,614,REAL
Sample news article content 3264. This is synthetic text for training.,328,4064,1300,REAL
Sample news article content 3265. This is synthetic text for training.,2591,2398,1693,REAL
Sample news article content 3266. This is synthetic text for training.,2830,142,1247,REAL
Sample news article content 3267. This is synthetic text for training.,3044,5062,800,FAKE
Sample news article content 3268. This is synthetic text for training.,1420,3469,1967,REAL
Sample news article content 3269. This is synthetic text for training.,3401,3695,277,REAL
Sample news article content 3270. This is synthetic text for training.,2892,717,1717,FAKE
Sample news article content 3271. This is synthetic text for training.,654,642,365,FAKE
Sample news article content 3272. This is synthetic text for training.,759,2548,515,REAL
Sample news article content 3273. This is synthetic text for training.,1798,8561,1238,FAKE
Sample news article content 3274. This is synthetic text for training.,2971,3650,438,REAL
Sample news article content 3275. This is synthetic text for training.,4511,7549,427,REAL
Sample news article content 3276. This is synthetic text for training.,3426,8978,728,FAKE
Sample news article content 3277. This is synthetic text for training.,254,949,395,REAL
Sample news article content 3278. This is synthetic text for training.,3823,5444,1232,REAL
Sample news article content 3279. This is synthetic text for training.,1876,521,1524,REAL
Sample news article content 3280. This is synthetic text for training.,2757,6632,1486,REAL
Sample news article content 3281. This is synthetic text for training.,2624,6048,585,FAKE
Sample news article content 3282. This is synthetic text for training.,4995,354,1250,FAKE
Sample news article content 3283. This is synthetic text for training.,4121,1482,374,REAL
Sample news article content 3284. This is synthetic text for training.,3004,9839,1523,FAKE
Sample news article content 3285. This is synthetic text for training.,4516,6994,947,REAL
Sample news article content 3286. This is synthetic text for training.,3734,2215,92,REAL
Sample news article content 3287. This is synthetic text for training.,1244,4716,1483,REAL
Sample news article content 3288. This is synthetic text for training.,1008,8619,1600,REAL
Sample news article content 3289. This is synthetic text for training.,4314,5821,320,REAL
Sample news article content 3290. This is synthetic text for training.,1510,2537,1033,FAKE
Sample news article content 3291. This is synthetic text for training.,1959,6339,913,REAL
Sample news article content 3292. This is synthetic text for training.,2508,8736,1326,FAKE
Sample news article content 3293. This is synthetic text for training.,4758,4919,1345,FAKE
Sample news article content 3294. This is synthetic text for training.,2682,7075,1840,REAL
Sample news article content 3295. This is synthetic text for training.,989,3765,1479,REAL
Sample news article content 3296. This is synthetic text for training.,4284,8850,1301,REAL
Sample news article content 3297. This is synthetic text for training.,254,7082,1621,REAL
Sample news article content 3298. This is synthetic text for training.,4163,2827,1561,REAL
Sample news article content 3299. This is synthetic text for training.,4711,2058,1753,FAKE
Sample news article content 3300. This is synthetic text for training.,4969,7749,1416,REAL
Sample news article content 3301. This is synthetic text for training.,4452,730,916,REAL
